species,code,age,sex,visit_date,wing,weight,min_t,max_t,ringer,sheet
Great Tit,GRETI,5,F,08/02/2018,74,17.9,18.3,21.8,JS,Wales_20180406
Hawfinch,HAWFI,6,M,09/03/2018,107,,21.9,25.9,MPS,Wales_20180405
Great Tit,GRETI,5,F,09/03/2018,72,,19.8,22.6,JS,Wales_20180406
Great Tit,GRETI,6,M,09/03/2018,77,,28.2,29,JS,Wales_20180406
Great Tit,GRETI,6,M,09/03/2018,76,,19,22.5,MPS,Wales_20180406
Great Tit,GRETI,6,M,09/03/2018,73,17.1,20.7,23.5,MPS,Wales_20180406
Great Tit,GRETI,6,M,09/03/2018,75,17.6,20.3,24.2,MPS,Wales_20180406
Great Tit,GRETI,6,M,09/03/2018,72,15.5,19.2,22.5,JS,Wales_20180406
Great Tit,GRETI,5,M,09/03/2018,72,,19.1,22.2,MPS,Wales_20180406
Great Tit,GRETI,6,F,09/03/2018,71,20.9,19.8,22.8,JS,Wales_20180406
Great Tit,GRETI,5,M,09/03/2018,74,22,20,23.2,JS,Wales_20180406
Great Tit,GRETI,5,M,09/03/2018,75,18.6,21.8,24.8,JS,Wales_20180406
Great Tit,GRETI,5,M,16/03/2018,74,19.3,20.3,23.6,MPS,Wales_20180406
Chaffinch,CHAFF,5,M,27/03/2018,84,,18.5,21.2,SB,SB_20180419
Chaffinch,CHAFF,6,M,27/03/2018,85,17.8,16.3,18.9,SB,SB_20180419
Chaffinch,CHAFF,6,M,27/03/2018,90,20.8,18.6,21.9,SB,SB_20180419
Blackbird,BLABI,6,M,27/03/2018,129,87.8,32.8,37.4,SB,SB_20180419
Chaffinch,CHAFF,6,M,27/03/2018,88,19.4,19.2,22,SB,SB_20180419
Chaffinch,CHAFF,6,F,27/03/2018,86,17.6,18.2,22.8,SB,SB_20180419
Brambling,BRAMB,5,F,05/04/2018,89,23.1,19.4,21.8,MPS,Wales_20180405
Brambling,BRAMB,6,M,05/04/2018,90,25.5,18.1,21.3,JS,Wales_20180405
Chaffinch,CHAFF,4,F,05/04/2018,79,18.7,18,20.5,JS,Wales_20180405
Chaffinch,CHAFF,4,M,05/04/2018,,,18.1,21.3,JS,Wales_20180405
Great Tit,GRETI,5,M,05/04/2018,75,18.9,20.7,24.2,JS,Wales_20180405
Great Tit,GRETI,6,M,05/04/2018,75,14.6,23.1,25.6,MPS,Wales_20180405
Great Tit,GRETI,6,M,05/04/2018,77,17.5,20.3,23.7,RJF,Wales_20180405
Hawfinch,HAWFI,6,F,05/04/2018,105,65,23.1,26.2,MPS,Wales_20180405
Hawfinch,HAWFI,6,F,05/04/2018,103,60.3,22,25.9,RJF,Wales_20180405
Hawfinch,HAWFI,5,M,05/04/2018,103,63.3,23.4,26.4,RJF,Wales_20180405
Hawfinch,HAWFI,6,M,05/04/2018,106,52.9,20.1,22.9,MPS,Wales_20180405
Hawfinch,HAWFI,5,M,05/04/2018,102,62.6,20.5,25,JS,Wales_20180405
Hawfinch,HAWFI,5,M,05/04/2018,104,54.2,24,26.1,RJF,Wales_20180405
Hawfinch,HAWFI,5,F,05/04/2018,102,57.3,22.1,26.2,RJF,Wales_20180405
Nuthatch,NUTHA,4,M,05/04/2018,82,21.3,20,21.8,JS,Wales_20180405
Wren,WREN,5,U,05/04/2018,47,,18.4,20.3,JS,Wales_20180405
Blackbird,BLABI,6,M,12/04/2018,130,92.2,35.8,40.6,SB,SB_20180419
Blackbird,BLABI,5,F,12/04/2018,127,91.7,35,39.7,SB,SB_20180419
Blue Tit,BLUTI,6,M,12/04/2018,66,,17.8,20.3,SB,SB_20180419
Chaffinch,CHAFF,6,F,12/04/2018,81,20.1,18.5,21.1,SB,SB_20180419
Blue Tit,BLUTI,5,,12/04/2018,62,9.8,16.6,19.4,SB,SB_20180419
Blue Tit,BLUTI,5,,12/04/2018,63,10.3,16.7,19.4,SB,SB_20180419
Blackbird,BLABI,6,F,12/04/2018,124,103.5,34.1,39,SB,SB_20180419
Blackbird,BLABI,6,M,12/04/2018,128,93.8,34,39.2,SB,SB_20180419
Great Tit,GRETI,5,F,12/04/2018,70,17.5,19.9,22.2,SB,SB_20180419
Great Tit,GRETI,5,M,12/04/2018,74,18.5,20.7,23.5,SB,SB_20180419
Brambling,BRAMB,5,F,12/04/2018,89,19.1,19.7,21,JS,Wales_20180412
Chaffinch,CHAFF,5,M,12/04/2018,77,18.1,18.2,22.1,JS,Wales_20180412
Great Tit,GRETI,5,M,12/04/2018,77,18.6,19.9,22.6,JS,Wales_20180412
Great Tit,GRETI,5,M,12/04/2018,75,18.5,20.4,23.5,JS,Wales_20180412
Hawfinch,HAWFI,6,F,12/04/2018,104,50.7,25.5,29.4,JS,Wales_20180412
Hawfinch,HAWFI,6,F,12/04/2018,101,55.4,21.5,26,JS,Wales_20180412
Robin,ROBIN,5,M,12/04/2018,75,19.5,21.9,26,RJF,Wales_20180412
Blackbird,BLABI,6,M,20/04/2018,133,91.1,34.2,38.1,ARC,SB_AC_20180424
Blackbird,BLABI,6,F,20/04/2018,122,95.8,33.4,38.4,ARC,SB_AC_20180424
Chaffinch,CHAFF,6,M,20/04/2018,89,20.4,18.5,21,ARC,SB_AC_20180424
Dunnock,DUNNO,6,M,20/04/2018,70,22.1,22.3,23.9,ARC,SB_AC_20180424
Wren,WREN,6,,20/04/2018,50,,17.9,19.5,ARC,SB_AC_20180424
Chaffinch,CHAFF,6,F,20/04/2018,79,18.7,17.9,19.7,ARC,SB_AC_20180424
Blackbird,BLABI,6,M,20/04/2018,131,95.7,34,38.9,ARC,SB_AC_20180424
Blackcap,BLACA,6,M,20/04/2018,74,15.7,20.3,22.4,ARC,SB_AC_20180424
Blackcap,BLACA,5,M,20/04/2018,74,16.2,20.3,23.6,SB,SB_AC_20180424
Chaffinch,CHAFF,6,F,20/04/2018,83,21.3,18.4,21.1,SB,SB_AC_20180424
Blue Tit,BLUTI,6,F,20/04/2018,61,11.6,16.8,19.1,SB,SB_AC_20180424
Blackbird,BLABI,5,M,20/04/2018,128,94.9,32.9,37.5,SB,SB_AC_20180424
Robin,ROBIN,6,,20/04/2018,70,19.5,25.2,28,SB,SB_AC_20180424
Great Tit,GRETI,6,F,20/04/2018,70,20.9,20,23.2,SB,SB_AC_20180424
Chaffinch,CHAFF,6,M,21/04/2018,89,20.2,18.1,20.7,SB,SB_AC_20180424
Chaffinch,CHAFF,6,M,21/04/2018,88,22.4,18.2,20.8,SB,SB_AC_20180424
Robin,ROBIN,6,F,21/04/2018,74,20.6,26.8,29.9,SB,SB_AC_20180424
Blackbird,BLABI,6,M,25/04/2018,131,89.5,34.1,39.1,SB,SB_20180510
Blackbird,BLABI,6,F,30/04/2018,126,103,33.6,38.5,SB,SB_20180510
Robin,ROBIN,6,M,30/04/2018,76,18.5,24.6,27.5,SB,SB_20180510
Great Tit,GRETI,5,M,03/05/2018,76,19.4,20.8,23.1,JS,Wales_20180503
Great Tit,GRETI,6,F,03/05/2018,72,20.6,21,24,JS,Wales_20180503
Great Tit,GRETI,6,M,03/05/2018,76,18.7,20.5,23.7,JS,Wales_20180503
Great Tit,GRETI,5,F,03/05/2018,70,21.3,20.1,23,JS,Wales_20180503
Great Tit,GRETI,6,M,03/05/2018,75,20.7,21,24.1,JS,Wales_20180503
Great Tit,GRETI,5,M,03/05/2018,77,,21,23.2,JS,Wales_20180503
Great Tit,GRETI,6,M,03/05/2018,74,,21.8,23,JS,Wales_20180503
Great Tit,GRETI,6,M,03/05/2018,72,19,20.8,23.8,JS,Wales_20180503
Great Tit,GRETI,6,F,03/05/2018,73,21.4,20.5,22.8,JS,Wales_20180503
Great Tit,GRETI,5,M,03/05/2018,77,20,20.3,22.7,JS,Wales_20180503
Great Tit,GRETI,5,M,03/05/2018,75,20.3,20.6,24,JS,Wales_20180503
Great Tit,GRETI,5,M,03/05/2018,79,,20.1,23.2,JS,Wales_20180503
Great Tit,GRETI,6,m,03/05/2018,,,21.1,23.7,RJF,Wales_20180503
Hawfinch,HAWFI,6,F,03/05/2018,103,52.3,21.5,25,RJF,Wales_20180503
Hawfinch,HAWFI,6,M,03/05/2018,106,56.2,22.4,26.6,RJF,Wales_20180503
Hawfinch,HAWFI,6,M,03/05/2018,102,52,22.6,26.3,JS,Wales_20180503
Nuthatch,NUTHA,4,M,03/05/2018,87,24.1,19,21.8,JS,Wales_20180503
Blackbird,BLABI,6,M,10/05/2018,129,93.6,34.2,38.4,SB,SB_20180510
Blackbird,BLABI,5,M,13/05/2018,125,94.8,34.1,38.9,IDH,SB_20180705
Blue Tit,BLUTI,5,F,13/05/2018,62,10.5,16.4,17.8,IDH,SB_20180705
Chaffinch,CHAFF,6,F,13/05/2018,80,18.6,16.5,17.7,IDH,SB_20180705
Chaffinch,CHAFF,6,M,13/05/2018,85,19.5,18.5,21.2,IDH,SB_20180705
Blue Tit,BLUTI,6,,16/05/2018,59,12.02,16.4,19.6,JS,JS_20180526
Blue Tit,BLUTI,6,,16/05/2018,61,,16.1,19.6,JS,JS_20180526
Blue Tit,BLUTI,5,,16/05/2018,61,,17,19.9,JS,JS_20180526
Blue Tit,BLUTI,5,,16/05/2018,62,,18,20,JS,JS_20180526
Blue Tit,BLUTI,6,,16/05/2018,60,,16.6,19.9,JS,JS_20180526
Blue Tit,BLUTI,6,,16/05/2018,61,,16.8,19.7,JS,JS_20180526
Blue Tit,BLUTI,5,,16/05/2018,61,,17.3,20.4,JS,JS_20180526
Blue Tit,BLUTI,6,,16/05/2018,61,,16.8,19.7,JS,JS_20180526
Blue Tit,BLUTI,5,,16/05/2018,59,,16.1,18.5,JS,JS_20180526
Pied Flycatcher,PIEFL,5,F,16/05/2018,77,,16.7,19.4,JS,JS_20180526
Pied Flycatcher,PIEFL,5,F,16/05/2018,77,,17.6,19.7,JS,JS_20180526
Pied Flycatcher,PIEFL,6,F,16/05/2018,79,,16.9,20.1,JS,JS_20180526
Pied Flycatcher,PIEFL,6,F,16/05/2018,78,,17,20.3,JS,JS_20180526
Pied Flycatcher,PIEFL,6,F,16/05/2018,76,,17.6,20.1,JS,JS_20180526
Pied Flycatcher,PIEFL,6,F,16/05/2018,78,,18.1,20.5,JS,JS_20180526
Pied Flycatcher,PIEFL,6,F,16/05/2018,76,,17.7,19.9,JS,JS_20180526
Pied Flycatcher,PIEFL,6,F,16/05/2018,77,,16.6,18.9,JS,JS_20180526
Pied Flycatcher,PIEFL,6,F,16/05/2018,77,,17.2,19.2,JS,JS_20180526
Pied Flycatcher,PIEFL,5,F,16/05/2018,76,,16.4,18.9,JS,JS_20180526
Pied Flycatcher,PIEFL,6,F,16/05/2018,75,,17.3,20,JS,JS_20180526
Pied Flycatcher,PIEFL,6,F,16/05/2018,75,,16.4,19.2,JS,JS_20180526
Pied Flycatcher,PIEFL,6,F,16/05/2018,76,,16.6,19.7,JS,JS_20180526
Coal Tit,COATI,6,F,23/05/2018,60,8.7,17.3,18.7,IDH,IDH_20180822
Coal Tit,COATI,6,F,23/05/2018,61,9.3,17.7,19.4,IDH,IDH_20180822
Coal Tit,COATI,6,M,23/05/2018,62,8.5,18.3,19.9,IDH,IDH_20180822
Coal Tit,COATI,5,M,23/05/2018,60,8.7,17.5,19,IDH,IDH_20180822
Coal Tit,COATI,6,F,23/05/2018,60,9,17.6,19.1,IDH,IDH_20180822
Pied Flycatcher,PIEFL,6,F,23/05/2018,76,15.51,16.5,19.9,JS,JS_20180526
Pied Flycatcher,PIEFL,6,F,23/05/2018,75,15,16.3,19.9,JS,JS_20180526
Pied Flycatcher,PIEFL,5,F,23/05/2018,78,16.43,18,20.7,JS,JS_20180526
Pied Flycatcher,PIEFL,5,F,23/05/2018,78,15.49,16.5,19.6,JS,JS_20180526
Pied Flycatcher,PIEFL,6,F,23/05/2018,76,14.73,16,19.5,JS,JS_20180526
Pied Flycatcher,PIEFL,5,F,23/05/2018,76,15.1,16.3,19.3,JS,JS_20180526
Pied Flycatcher,PIEFL,6,F,23/05/2018,76,14.12,16.2,19,JS,JS_20180526
Pied Flycatcher,PIEFL,5,F,23/05/2018,75,14.76,16.3,18.9,JS,JS_20180526
Blue Tit,BLUTI,6,,23/05/2018,64,12.68,16.4,19,JS,JS_20180526
Pied Flycatcher,PIEFL,5,F,23/05/2018,72,14.69,16,18.5,JS,JS_20180526
Coal Tit,COATI,6,M,24/05/2018,61,8.8,17.2,19,IDH,IDH_20180822
Great Tit,GRETI,6,M,24/05/2018,72,,21.1,24.1,SB,SB_20180705
Coal Tit,COATI,5,M,25/05/2018,61,9.3,16.9,18.7,IDH,IDH_20180822
Coal Tit,COATI,6,F,25/05/2018,61,8.7,16.9,18.5,IDH,IDH_20180822
Coal Tit,COATI,5,F,25/05/2018,60,9.4,17.3,18.8,IDH,IDH_20180822
Coal Tit,COATI,6,M,25/05/2018,62,8.8,17.7,19.3,IDH,IDH_20180822
Great Tit,GRETI,6,F,25/05/2018,75,17.2,20.4,22.8,IDH,IDH_20180822
Great Tit,GRETI,6,M,25/05/2018,79,18.3,19.5,21.6,IDH,IDH_20180822
Coal Tit,COATI,6,M,26/05/2018,62,8.7,17.7,18.9,IDH,IDH_20180822
Coal Tit,COATI,5,F,26/05/2018,60,8.9,17.7,18.9,IDH,IDH_20180822
Great Tit,GRETI,5,F,26/05/2018,73,17.7,21.1,24.2,IDH,IDH_20180822
Great Tit,GRETI,5,M,26/05/2018,74,17.3,21.3,23.8,IDH,IDH_20180822
Great Tit,GRETI,5,F,26/05/2018,72,16.6,19.5,21.7,IDH,IDH_20180822
Great Tit,GRETI,6,M,26/05/2018,75,19.2,20.6,23.5,IDH,IDH_20180822
Coal Tit,COATI,5,M,27/05/2018,63,8.9,17.6,19.5,IDH,IDH_20180822
Great Tit,GRETI,6,F,27/05/2018,75,17.9,18.9,21.5,IDH,IDH_20180822
Great Tit,GRETI,6,M,27/05/2018,78,18.6,20.7,23.1,IDH,IDH_20180822
Great Tit,GRETI,6,M,27/05/2018,76,18.1,21,23.8,IDH,IDH_20180822
Great Tit,GRETI,5,F,27/05/2018,72,16.5,20,22.5,IDH,IDH_20180822
Blue Tit,BLUTI,5,F,27/05/2018,59,9,17,19.6,SB,SB_20180705
Blue Tit,BLUTI,6,M,27/05/2018,66,9.4,17.5,19.6,SB,SB_20180705
Blue Tit,BLUTI,6,M,27/05/2018,65,9.8,17.4,20.8,SB,SB_20180705
Great Tit,GRETI,6,M,27/05/2018,79,18.6,21.2,24,SB,SB_20180705
Great Tit,GRETI,6,F,27/05/2018,74,17.6,20.4,23.4,SB,SB_20180705
Great Tit,GRETI,6,F,27/05/2018,74,17.5,19.8,22.9,SB,SB_20180705
Coal Tit,COATI,5,F,28/05/2018,59,8.9,17.7,19.5,IDH,IDH_20180822
Coal Tit,COATI,6,M,28/05/2018,61,8.9,17.7,19.6,IDH,IDH_20180822
Blue Tit,BLUTI,5,F,28/05/2018,60,9.6,16.4,19.4,SB,SB_20180705
Blue Tit,BLUTI,6,F,28/05/2018,62,10.3,16.7,19,SB,SB_20180705
Great Tit,GRETI,6,M,28/05/2018,77,18.8,21.7,24.5,SB,SB_20180705
Great Tit,GRETI,5,F,28/05/2018,71,16.9,20.5,23.6,SB,SB_20180705
Blue Tit,BLUTI,6,M,28/05/2018,67,10.9,18.3,21.1,SB,SB_20180705
Great Tit,GRETI,5,M,29/05/2018,76,16.7,20.3,23,IDH,IDH_20180822
Great Tit,GRETI,5,F,29/05/2018,70,16.8,19,21.6,IDH,IDH_20180822
Blue Tit,BLUTI,5,F,29/05/2018,60,9.8,16.1,18.7,SB,SB_20180705
Great Tit,GRETI,6,M,29/05/2018,76,17.3,19.9,22.9,SB,SB_20180705
Blue Tit,BLUTI,5,F,30/05/2018,62,9.9,15.7,17.4,IDH,IDH_20180822
Blue Tit,BLUTI,5,M,30/05/2018,67,10.3,17.1,19.6,IDH,IDH_20180822
Coal Tit,COATI,5,F,30/05/2018,60,9,17.2,19,IDH,IDH_20180822
Great Tit,GRETI,6,F,30/05/2018,74,17.5,20.8,23.2,IDH,IDH_20180822
Great Tit,GRETI,6,M,30/05/2018,78,17.6,20.9,23.2,IDH,IDH_20180822
Great Tit,GRETI,6,M,30/05/2018,77,17.6,21,23.5,SB,SB_20180705
Great Tit,GRETI,5,F,30/05/2018,76,18.3,20.5,23.1,SB,SB_20180705
Great Tit,GRETI,5,F,30/05/2018,72,17.3,20.1,22.6,SB,SB_20180705
Great Tit,GRETI,5,M,30/05/2018,74,17.6,20,23.1,SB,SB_20180705
Great Tit,GRETI,6,F,31/05/2018,74,17.2,20,22.3,IDH,IDH_20180822
Great Tit,GRETI,6,M,31/05/2018,78,18.8,21.4,23.8,IDH,IDH_20180822
Great Tit,GRETI,5,F,31/05/2018,74,18.6,20.4,23.2,IDH,IDH_20180822
Great Tit,GRETI,5,M,31/05/2018,76,18.6,21,23.3,IDH,IDH_20180822
Great Tit,GRETI,5,M,31/05/2018,77,18.9,21.6,24.7,IDH,IDH_20180822
Great Tit,GRETI,5,F,31/05/2018,73,17.4,19.5,22.3,IDH,IDH_20180822
Great Tit,GRETI,5,M,31/05/2018,77,18.7,21.2,24.3,IDH,IDH_20180822
Great Tit,GRETI,6,F,31/05/2018,74,16.8,19,21.2,IDH,IDH_20180822
Great Tit,GRETI,6,M,31/05/2018,77,17.3,21.3,24,SB,SB_20180705
Great Tit,GRETI,6,F,31/05/2018,75,17.5,20.5,23.5,SB,SB_20180705
Great Tit,GRETI,5,F,31/05/2018,72,17,20.8,23.6,SB,SB_20180705
Great Tit,GRETI,5,M,31/05/2018,76,19.2,21.3,24.2,SB,SB_20180705
Blue Tit,BLUTI,6,F,01/06/2018,62,9.5,16.5,18.5,IDH,IDH_20180822
Blue Tit,BLUTI,6,M,01/06/2018,67,10.3,16.6,18.8,IDH,IDH_20180822
Blue Tit,BLUTI,5,F,01/06/2018,59,8.7,15.4,17.5,IDH,IDH_20180822
Blue Tit,BLUTI,5,M,01/06/2018,64,9.4,16.9,18.9,IDH,IDH_20180822
Great Tit,GRETI,5,F,01/06/2018,72,17.5,19.8,22.6,IDH,IDH_20180822
Blue Tit,BLUTI,6,F,02/06/2018,62,10.1,17.2,19.1,IDH,IDH_20180822
Great Tit,GRETI,6,M,02/06/2018,77,18.5,21.1,23.8,IDH,IDH_20180822
Great Tit,GRETI,5,M,02/06/2018,73,17.1,20.8,23.2,IDH,IDH_20180822
Great Tit,GRETI,6,F,02/06/2018,74,16.6,20.2,22.4,IDH,IDH_20180822
Great Tit,GRETI,5,F,02/06/2018,74,17.4,20.5,22.7,IDH,IDH_20180822
Sand Martin,SANMA,,,02/06/2018,105,13.7,10.5,12.8,JS,JS_20180621
Sand Martin,SANMA,,,02/06/2018,104,13.5,11,13.4,JS,JS_20180621
Sand Martin,SANMA,,,02/06/2018,108,13.2,11,13.7,JS,JS_20180621
Sand Martin,SANMA,,,02/06/2018,108,16.3,11.4,14.1,JS,JS_20180621
Sand Martin,SANMA,,,02/06/2018,105,13.4,11.1,12.1,JS,JS_20180621
Sand Martin,SANMA,,,02/06/2018,105,15.1,11.9,14.8,JS,JS_20180621
Sand Martin,SANMA,,,02/06/2018,112,14.7,11,14.7,JS,JS_20180621
Sand Martin,SANMA,,,02/06/2018,108,13.2,10.7,13.2,JS,JS_20180621
Sand Martin,SANMA,,,02/06/2018,108,12.2,10.5,11.7,JS,JS_20180621
Sand Martin,SANMA,,,02/06/2018,104,14,10.2,12,JS,JS_20180621
Great Tit,GRETI,6,F,02/06/2018,73,17.9,20.2,22.5,SB,SB_20180731
Great Tit,GRETI,6,M,02/06/2018,76,17.2,22,25.2,SB,SB_20180731
Great Tit,GRETI,5,M,02/06/2018,75,18.4,21.8,24.7,SB,SB_20180731
Great Tit,GRETI,5,F,02/06/2018,72,16.8,20.9,23.1,SB,SB_20180731
Great Tit,GRETI,5,M,02/06/2018,75,17.9,20.1,23.2,SB,SB_20180731
Blue Tit,BLUTI,5,F,03/06/2018,63,10,17.3,19.2,IDH,IDH_20180822
Blue Tit,BLUTI,6,M,03/06/2018,65,10.5,17.8,19.9,IDH,IDH_20180822
Blue Tit,BLUTI,5,M,03/06/2018,64,10.3,17.1,19.5,IDH,IDH_20180822
Blue Tit,BLUTI,5,F,03/06/2018,60,9.2,16.1,18.4,IDH,IDH_20180822
Great Tit,GRETI,6,M,03/06/2018,77,17.2,20.8,23.2,IDH,IDH_20180822
Great Tit,GRETI,5,M,03/06/2018,74,17.3,20.5,22.7,IDH,IDH_20180822
Great Tit,GRETI,5,F,03/06/2018,72,17.9,20.6,23,IDH,IDH_20180822
Great Tit,GRETI,6,F,03/06/2018,73,16.1,19.8,22.3,IDH,IDH_20180822
Great Tit,GRETI,6,F,03/06/2018,73,17.4,20.8,23.6,SB,SB_20180731
Great Tit,GRETI,6,F,04/06/2018,74,17.8,20.1,22.8,IDH,IDH_20180822
Great Tit,GRETI,6,M,04/06/2018,77,18,21,23.4,IDH,IDH_20180822
Great Tit,GRETI,6,F,04/06/2018,73,17,20.1,22.3,IDH,IDH_20180822
Blue Tit,BLUTI,5,F,04/06/2018,58,9.7,15.2,17.1,SB,SB_20180731
Blue Tit,BLUTI,5,F,04/06/2018,61,9.1,16.8,19,SB,SB_20180731
Blue Tit,BLUTI,6,F,05/06/2018,62,10.4,16.8,18.6,IDH,IDH_20180822
Blue Tit,BLUTI,5,M,05/06/2018,63,9.8,16.7,19.4,IDH,IDH_20180822
Blue Tit,BLUTI,5,M,05/06/2018,63,9.7,17.8,19.8,IDH,IDH_20180822
Blue Tit,BLUTI,5,F,05/06/2018,59,9.6,15.8,18.2,IDH,IDH_20180822
Great Tit,GRETI,5,M,05/06/2018,76,19.3,21.2,23.7,IDH,IDH_20180822
Great Tit,GRETI,6,M,05/06/2018,77,17.3,20.9,23.1,IDH,IDH_20180822
Great Tit,GRETI,6,F,05/06/2018,75,16.7,20.5,23.1,IDH,IDH_20180822
Great Tit,GRETI,5,F,05/06/2018,72,18,20.4,22.8,IDH,IDH_20180822
Blue Tit,BLUTI,5,F,05/06/2018,61,9,16.9,19.5,SB,SB_20180731
Great Tit,GRETI,6,M,05/06/2018,78,19,21.2,24.7,SB,SB_20180731
Great Tit,GRETI,6,F,05/06/2018,72,17.5,20.3,22.8,SB,SB_20180731
Blue Tit,BLUTI,5,F,06/06/2018,61,9.4,16.3,18,IDH,IDH_20180822
Blue Tit,BLUTI,5,M,06/06/2018,65,9.8,16.8,18.7,IDH,IDH_20180822
Great Tit,GRETI,5,M,06/06/2018,76,17.7,20.5,23,IDH,IDH_20180822
Great Tit,GRETI,5,F,06/06/2018,73,18.3,20.5,23.2,IDH,IDH_20180822
Great Tit,GRETI,6,M,06/06/2018,77,18.1,20.8,23,IDH,IDH_20180822
Great Tit,GRETI,6,F,06/06/2018,75,16.9,20.7,22.7,IDH,IDH_20180822
Blue Tit,BLUTI,5,M,06/06/2018,64,10.5,17.2,19.8,SB,SB_20180731
Blue Tit,BLUTI,6,F,06/06/2018,61,9.5,16.7,18.8,SB,SB_20180731
Blue Tit,BLUTI,5,M,06/06/2018,65,10.6,18.3,20.6,SB,SB_20180731
Great Tit,GRETI,5,M,06/06/2018,76,18.1,22,25.2,SB,SB_20180731
Great Tit,GRETI,5,F,06/06/2018,72,18.5,21.1,24,SB,SB_20180731
Blue Tit,BLUTI,5,F,07/06/2018,62,10.4,16.7,18.7,IDH,IDH_20180822
Blue Tit,BLUTI,6,M,07/06/2018,62,9.6,15.8,18.4,IDH,IDH_20180822
Great Tit,GRETI,6,M,07/06/2018,78,17.7,20.4,23,IDH,IDH_20180822
Great Tit,GRETI,5,M,07/06/2018,74,18.6,21.4,24,IDH,IDH_20180822
Great Tit,GRETI,5,F,07/06/2018,71,15.5,19.4,21.9,IDH,IDH_20180822
Great Tit,GRETI,6,F,07/06/2018,75,18.7,20.5,23.3,IDH,IDH_20180822
Great Tit,GRETI,5,M,07/06/2018,73,17.5,20.4,22.9,IDH,IDH_20180822
Great Tit,GRETI,6,F,07/06/2018,74,18.4,20.3,23.3,IDH,IDH_20180822
Great Tit,GRETI,6,F,07/06/2018,73,16.9,20.6,23.1,SB,SB_20180731
Great Tit,GRETI,6,M,07/06/2018,77,18.1,22,25.1,SB,SB_20180731
Great Tit,GRETI,6,M,07/06/2018,78,17.6,21.5,24.4,SB,SB_20180731
Great Tit,GRETI,6,F,07/06/2018,72,16.4,20.1,23,SB,SB_20180731
Great Tit,GRETI,6,M,07/06/2018,77,17.2,19.8,23,SB,SB_20180731
Great Tit,GRETI,6,M,07/06/2018,77,19.4,21.3,24.9,SB,SB_20180731
Great Tit,GRETI,6,F,07/06/2018,73,17.4,20.5,23.2,SB,SB_20180731
Great Tit,GRETI,5,F,07/06/2018,70,17.4,19.9,23.2,SB,SB_20180731
Blue Tit,BLUTI,5,F,08/06/2018,61,9,14.8,16.3,IDH,IDH_20180822
Blue Tit,BLUTI,6,M,08/06/2018,65,9.6,17.7,20,IDH,IDH_20180822
Blue Tit,BLUTI,6,F,08/06/2018,64,10.6,16.3,18.9,IDH,IDH_20180822
Great Tit,GRETI,6,M,08/06/2018,76,17.7,21.1,23.5,IDH,IDH_20180822
Great Tit,GRETI,6,M,08/06/2018,74,17.2,20.7,23.1,IDH,IDH_20180822
Great Tit,GRETI,5,F,08/06/2018,72,16.5,20,22.3,IDH,IDH_20180822
Great Tit,GRETI,5,F,08/06/2018,73,17.9,19.8,22.5,IDH,IDH_20180822
Blue Tit,BLUTI,5,F,08/06/2018,61,10,17,19.8,SB,SB_20180731
Blue Tit,BLUTI,5,M,08/06/2018,65,10,17.1,19.7,SB,SB_20180731
Blue Tit,BLUTI,6,F,09/06/2018,61,9.9,16.8,18.9,IDH,IDH_20180822
Blue Tit,BLUTI,5,M,09/06/2018,65,10.2,16.3,18.7,IDH,IDH_20180822
Great Tit,GRETI,5,F,09/06/2018,73,17.2,20.3,22.9,IDH,IDH_20180822
Great Tit,GRETI,5,M,09/06/2018,74,17,19.5,22.2,IDH,IDH_20180822
Great Tit,GRETI,5,F,09/06/2018,73,16.8,19.6,22.1,IDH,IDH_20180822
Great Tit,GRETI,6,M,09/06/2018,77,18.6,20.7,23.2,IDH,IDH_20180822
Great Tit,GRETI,5,F,09/06/2018,72,17.5,20.1,22.9,IDH,IDH_20180822
Great Tit,GRETI,6,M,09/06/2018,77,17.9,21.8,24.8,SB,SB_20180731
Great Tit,GRETI,6,F,09/06/2018,74,15.8,18.9,21.9,SB,SB_20180731
Great Tit,GRETI,6,M,09/06/2018,78,,19.6,22.4,SB,SB_20180731
Great Tit,GRETI,6,F,09/06/2018,72,16.7,20.7,23.6,SB,SB_20180731
Great Tit,GRETI,5,M,10/06/2018,78,17.9,20.4,23.2,IDH,IDH_20180822
Great Tit,GRETI,5,F,10/06/2018,71,17.3,19.6,22.2,IDH,IDH_20180822
Great Tit,GRETI,5,M,10/06/2018,75,17.6,21.5,24.2,IDH,IDH_20180822
Great Tit,GRETI,5,F,10/06/2018,71,17,20.2,22.8,IDH,IDH_20180822
Great Tit,GRETI,5,M,10/06/2018,76,18.7,21.1,23.9,IDH,IDH_20180822
Blue Tit,BLUTI,6,M,10/06/2018,66,10,16.9,19.4,SB,SB_20180731
Great Tit,GRETI,6,F,10/06/2018,72,17.7,21,24.2,SB,SB_20180731
Blue Tit,BLUTI,5,F,12/06/2018,61,8.9,15.7,17.8,IDH,IDH_20180822
Blue Tit,BLUTI,5,M,12/06/2018,64,9.6,16.9,19,IDH,IDH_20180822
Great Tit,GRETI,5,F,12/06/2018,73,17,20,22.9,IDH,IDH_20180822
Blue Tit,BLUTI,6,F,12/06/2018,63,10.2,17.5,19.8,SB,SB_20180731
Great Tit,GRETI,6,F,13/06/2018,74,17.5,20.5,23.3,IDH,IDH_20180822
